"State","Zone","District","Class of Employment","Category/Grade","Designation/Skill_Set","Effective_from","conversion","Basic/day","HRA/day","VDA/day","Tea-food-&-lodging_allowance/day","Special_Allowance/Day","Daily_Rate","Basic/month","HRA/month","VDA/month","Tea-food-&-lodging_allowance/month","Special_Allowance/month","Monthly_Rate","COE Keywords"
"Andhra Pradesh","Zone III","","Sweeping and Cleaning","Unskilled","","1/10/2024",26,"192.31","","406.90","","","599.21",5000,"",10579.4,"","",15579.4,"Scavengers"
"Andhra Pradesh","Zone II","","Sweeping and Cleaning","Unskilled","","1/10/2024",26,"200.00","","406.90","","","606.90",5200,"",10579.4,"","",15779.4,"Scavengers"
"Andhra Pradesh","Zone I","","Sweeping and Cleaning","Unskilled","","1/10/2024",26,"210.00","","406.90","","","616.90",5460,"",10579.4,"","",16039.4,"Scavengers"
"Andhra Pradesh","Zone II","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Skilled","Painter","1/10/2024",26,179,"",316.08,"","",495.08,"4654.00","","8218.08","","","12872.08","Carpentry"
"Andhra Pradesh","Zone I","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Skilled","Painter","1/10/2024",26,200,"",316.08,"","",516.08,"5200.00","","8218.08","","","13418.08","Carpentry"
"Andhra Pradesh","Zone II","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Class 1","Artisan","1/10/2024",26,200,"",316.08,"","",516.08,"5200.00","","8218.08","","","13418.08","Carpentry"
"Andhra Pradesh","Zone I","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Class 1","Artisan","1/10/2024",26,222,"",316.08,"","",538.08,"5772.00","","8218.08","","","13990.08","Carpentry"
"Andhra Pradesh","Zone II","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Highly Skilled","Master Boar Building","1/10/2024",26,222,"",316.08,"","",538.08,"5772.00","","8218.08","","","13990.08","Carpentry"
"Andhra Pradesh","Zone I","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Highly Skilled","Master Boar Building","1/10/2024",26,248,"",316.08,"","",564.08,"6448.00","","8218.08","","","14666.08","Carpentry"
"Andhra Pradesh","Zone II","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","","Helper","1/10/2024",26,128,"",316.08,"","",444.08,"3328.00","","8218.08","","","11546.08","Carpentry"
"Andhra Pradesh","Zone I","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","","Helper","1/10/2024",26,137,"",316.08,"","",453.08,"3562.00","","8218.08","","","11780.08","Carpentry"
"Andhra Pradesh","Zone II","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Skilled","Cane Weaver","1/10/2024",26,179,"",316.08,"","",495.08,"4654.00","","8218.08","","","12872.08","Carpentry"
"Andhra Pradesh","Zone I","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Skilled","Cane Weaver","1/10/2024",26,200,"",316.08,"","",516.08,"5200.00","","8218.08","","","13418.08","Carpentry"
"Andhra Pradesh","Zone II","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Skilled","Polisher","1/10/2024",26,179,"",316.08,"","",495.08,"4654.00","","8218.08","","","12872.08","Carpentry"
"Andhra Pradesh","Zone I","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Skilled","Polisher","1/10/2024",26,200,"",316.08,"","",516.08,"5200.00","","8218.08","","","13418.08","Carpentry"
"Andhra Pradesh","Zone II","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Skilled","Machine Operator","1/10/2024",26,200,"",316.08,"","",516.08,"5200.00","","8218.08","","","13418.08","Carpentry"
"Andhra Pradesh","Zone I","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Skilled","Machine Operator","1/10/2024",26,222,"",316.08,"","",538.08,"5772.00","","8218.08","","","13990.08","Carpentry"
"Andhra Pradesh","Zone II","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Skilled","Upholister","1/10/2024",26,200,"",316.08,"","",516.08,"5200.00","","8218.08","","","13418.08","Carpentry"
"Andhra Pradesh","Zone I","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Skilled","Upholister","1/10/2024",26,222,"",316.08,"","",538.08,"5772.00","","8218.08","","","13990.08","Carpentry"
"Andhra Pradesh","Zone II","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Skilled B","Carpenter","1/10/2024",26,128,"",316.08,"","",444.08,"3328.00","","8218.08","","","11546.08","Carpentry"
"Andhra Pradesh","Zone I","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Skilled B","Carpenter","1/10/2024",26,137,"",316.08,"","",453.08,"3562.00","","8218.08","","","11780.08","Carpentry"
"Andhra Pradesh","Zone II","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Skilled","Carpenter","1/10/2024",26,179,"",316.08,"","",495.08,"4654.00","","8218.08","","","12872.08","Carpentry"
"Andhra Pradesh","Zone I","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Skilled","Carpenter","1/10/2024",26,200,"",316.08,"","",516.08,"5200.00","","8218.08","","","13418.08","Carpentry"
"Andhra Pradesh","Zone II","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Highly Skilled A","Carpenter","1/10/2024",26,200,"",316.08,"","",516.08,"5200.00","","8218.08","","","13418.08","Carpentry"
