"State","Zone","District","Class of Employment","Category/Grade","Designation/Skill_Set","Effective_from","conversion","Basic/day","HRA/day","VDA/day","Tea-food-&-lodging_allowance/day","Special_Allowance/Day","Daily_Rate","Basic/month","HRA/month","VDA/month","Tea-food-&-lodging_allowance/month","Special_Allowance/month","Monthly_Rate","COE Keywords"
"Telangana","Zone II","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Skilled","Painter","1/10/2024",26,179,"",327.12,"","",506.12,"4654.00","","8505.12","","","13159.12","Carpentry"
"Telangana","Zone I","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Skilled","Painter","1/10/2024",26,200,"",327.12,"","",527.12,"5200.00","","8505.12","","","13705.12","Carpentry"
"Telangana","Zone II","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Class 1","Artisan","1/10/2024",26,200,"",327.12,"","",527.12,"5200.00","","8505.12","","","13705.12","Carpentry"
"Telangana","Zone I","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Class 1","Artisan","1/10/2024",26,222,"",327.12,"","",549.12,"5772.00","","8505.12","","","14277.12","Carpentry"
"Telangana","Zone II","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Highly Skilled","Master Boar Building","1/10/2024",26,222,"",327.12,"","",549.12,"5772.00","","8505.12","","","14277.12","Carpentry"
"Telangana","Zone I","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Highly Skilled","Master Boar Building","1/10/2024",26,248,"",327.12,"","",575.12,"6448.00","","8505.12","","","14953.12","Carpentry"
"Telangana","Zone II","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","","Helper","1/10/2024",26,128,"",327.12,"","",455.12,"3328.00","","8505.12","","","11833.12","Carpentry"
"Telangana","Zone I","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","","Helper","1/10/2024",26,137,"",327.12,"","",464.12,"3562.00","","8505.12","","","12067.12","Carpentry"
"Telangana","Zone II","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Skilled","Cane Weaver","1/10/2024",26,179,"",327.12,"","",506.12,"4654.00","","8505.12","","","13159.12","Carpentry"
"Telangana","Zone I","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Skilled","Cane Weaver","1/10/2024",26,200,"",327.12,"","",527.12,"5200.00","","8505.12","","","13705.12","Carpentry"
"Telangana","Zone II","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Skilled","Polisher","1/10/2024",26,179,"",327.12,"","",506.12,"4654.00","","8505.12","","","13159.12","Carpentry"
"Telangana","Zone I","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Skilled","Polisher","1/10/2024",26,200,"",327.12,"","",527.12,"5200.00","","8505.12","","","13705.12","Carpentry"
"Telangana","Zone II","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Skilled","Machine Operator","1/10/2024",26,200,"",327.12,"","",527.12,"5200.00","","8505.12","","","13705.12","Carpentry"
"Telangana","Zone I","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Skilled","Machine Operator","1/10/2024",26,222,"",327.12,"","",549.12,"5772.00","","8505.12","","","14277.12","Carpentry"
"Telangana","Zone II","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Skilled","Upholister","1/10/2024",26,200,"",327.12,"","",527.12,"5200.00","","8505.12","","","13705.12","Carpentry"
"Telangana","Zone I","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Skilled","Upholister","1/10/2024",26,222,"",327.12,"","",549.12,"5772.00","","8505.12","","","14277.12","Carpentry"
"Telangana","Zone II","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Skilled B","Carpenter","1/10/2024",26,128,"",327.12,"","",455.12,"3328.00","","8505.12","","","11833.12","Carpentry"
"Telangana","Zone I","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Skilled B","Carpenter","1/10/2024",26,137,"",327.12,"","",464.12,"3562.00","","8505.12","","","12067.12","Carpentry"
"Telangana","Zone II","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Skilled","Carpenter","1/10/2024",26,179,"",327.12,"","",506.12,"4654.00","","8505.12","","","13159.12","Carpentry"
"Telangana","Zone I","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Skilled","Carpenter","1/10/2024",26,200,"",327.12,"","",527.12,"5200.00","","8505.12","","","13705.12","Carpentry"
"Telangana","Zone II","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Highly Skilled A","Carpenter","1/10/2024",26,200,"",327.12,"","",527.12,"5200.00","","8505.12","","","13705.12","Carpentry"
"Telangana","Zone I","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Highly Skilled A","Carpenter","1/10/2024",26,222,"",327.12,"","",549.12,"5772.00","","8505.12","","","14277.12","Carpentry"
"Telangana","Zone II","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Unskilled","Mazdoor","1/10/2024",26,"128.73","","332.89","","","461.62",3347,"",8655.05,"","",12002.05,"Carpentry"
"Telangana","Zone I","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Unskilled","Mazdoor","1/10/2024",26,"128.73","","332.89","","","461.62",3347,"",8655.05,"","",12002.05,"Carpentry"
"Telangana","Zone II","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Unskilled","Sweeper","1/10/2024",26,"128.73","","332.89","","","461.62",3347,"",8655.05,"","",12002.05,"Carpentry"
"Telangana","Zone I","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Unskilled","Sweeper","1/10/2024",26,"128.73","","332.89","","","461.62",3347,"",8655.05,"","",12002.05,"Carpentry"
"Telangana","Zone II","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Unskilled","Scavenger","1/10/2024",26,"128.73","","332.89","","","461.62",3347,"",8655.05,"","",12002.05,"Carpentry"
"Telangana","Zone I","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Unskilled","Scavenger","1/10/2024",26,"128.73","","332.89","","","461.62",3347,"",8655.05,"","",12002.05,"Carpentry"
"Telangana","Zone II","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Unskilled","Peon","1/10/2024",26,"128.73","","332.89","","","461.62",3347,"",8655.05,"","",12002.05,"Carpentry"
"Telangana","Zone I","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Unskilled","Peon","1/10/2024",26,"128.73","","332.89","","","461.62",3347,"",8655.05,"","",12002.05,"Carpentry"
"Telangana","Zone II","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Unskilled","Attender","1/10/2024",26,"128.73","","332.89","","","461.62",3347,"",8655.05,"","",12002.05,"Carpentry"
"Telangana","Zone I","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Unskilled","Attender","1/10/2024",26,"128.73","","332.89","","","461.62",3347,"",8655.05,"","",12002.05,"Carpentry"
"Telangana","Zone II","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Unskilled","Office Boy","1/10/2024",26,"128.73","","332.89","","","461.62",3347,"",8655.05,"","",12002.05,"Carpentry"
"Telangana","Zone I","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Unskilled","Office Boy","1/10/2024",26,"128.73","","332.89","","","461.62",3347,"",8655.05,"","",12002.05,"Carpentry"
"Telangana","Zone II","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Unskilled","Security guard","1/10/2024",26,"128.73","","332.89","","","461.62",3347,"",8655.05,"","",12002.05,"Carpentry"
"Telangana","Zone I","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Unskilled","Security guard","1/10/2024",26,"128.73","","332.89","","","461.62",3347,"",8655.05,"","",12002.05,"Carpentry"
"Telangana","Zone II","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Unskilled","Watchman","1/10/2024",26,"128.73","","332.89","","","461.62",3347,"",8655.05,"","",12002.05,"Carpentry"
"Telangana","Zone I","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Unskilled","Watchman","1/10/2024",26,"128.73","","332.89","","","461.62",3347,"",8655.05,"","",12002.05,"Carpentry"
"Telangana","Zone II","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Semi Skilled","Helper","1/10/2024",26,"128.73","","332.89","","","461.62",3347,"",8655.05,"","",12002.05,"Carpentry"
"Telangana","Zone I","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","Semi Skilled","Helper","1/10/2024",26,"142.12","","332.89","","","475.00",3695,"",8655.05,"","",12350.05,"Carpentry"
"Telangana","Zone II","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","","Computer Operator","1/10/2024",26,"142.12","","332.89","","","475.00",3695,"",8655.05,"","",12350.05,"Carpentry"
"Telangana","Zone I","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","","Computer Operator","1/10/2024",26,"150.04","","332.89","","","482.92",3901,"",8655.05,"","",12556.05,"Carpentry"
"Telangana","Zone II","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","","Steno","1/10/2024",26,"142.12","","332.89","","","475.00",3695,"",8655.05,"","",12350.05,"Carpentry"
"Telangana","Zone I","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","","Steno","1/10/2024",26,"150.04","","332.89","","","482.92",3901,"",8655.05,"","",12556.05,"Carpentry"
"Telangana","Zone II","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","","Typist","1/10/2024",26,"142.12","","332.89","","","475.00",3695,"",8655.05,"","",12350.05,"Carpentry"
"Telangana","Zone I","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","","Typist","1/10/2024",26,"150.04","","332.89","","","482.92",3901,"",8655.05,"","",12556.05,"Carpentry"
"Telangana","Zone II","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","","Clerk","1/10/2024",26,"142.12","","332.89","","","475.00",3695,"",8655.05,"","",12350.05,"Carpentry"
"Telangana","Zone I","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","","Clerk","1/10/2024",26,"150.04","","332.89","","","482.92",3901,"",8655.05,"","",12556.05,"Carpentry"
"Telangana","Zone II","","Wood Working Establishments Including Wooden Furniture Excluding Timbering Operations","","Cashier","1/10/2024",26,"142.12","","332.89","","","475.00",3695,"",8655.05,"","",12350.05,"Carpentry"
