"State","Zone","District","Class of Employment","Category/Grade","Designation/Skill_Set","Effective_from","conversion","Basic/day","HRA/day","VDA/day","Tea-food-&-lodging_allowance/day","Special_Allowance/Day","Daily_Rate","Basic/month","HRA/month","VDA/month","Tea-food-&-lodging_allowance/month","Special_Allowance/month","Monthly_Rate","COE Keywords"
"West Bengal","Zone II","","Security Services","Skilled","","1/6/121",26,"","","","","",368.961538461538,"","","","","",9593,"Watchman Guard"
"West Bengal","Zone II","","Security Services","Semi Skilled","","1/6/121",26,"","","","","",335.384615384615,"","","","","",8720,"Watchman Guard"
"West Bengal","Zone II","","Security Services","Unskilled","","1/6/121",26,"","","","","",304.961538461538,"","","","","",7929,"Watchman Guard"
"West Bengal","Zone I","","Security Services","Skilled","","1/6/121",26,"","","","","",414.423076923077,"","","","","",10775,"Watchman Guard"
"West Bengal","Zone I","","Security Services","Semi Skilled","","1/6/121",26,"","","","","",376.730769230769,"","","","","",9795,"Watchman Guard"
"West Bengal","Zone I","","Security Services","Unskilled","","1/6/121",26,"","","","","",342.461538461538,"","","","","",8904,"Watchman Guard"
"West Bengal","Zone II","","Silk Printing","Skilled","","1/6/121",26,"","","","","",369,"","","","","",9593,"Clothes Textile"
"West Bengal","Zone II","","Silk Printing","Semi Skilled","","1/6/121",26,"","","","","",335,"","","","","",8720,"Clothes Textile"
"West Bengal","Zone II","","Silk Printing","Unskilled","","1/6/121",26,"","","","","",305,"","","","","",7929,"Clothes Textile"
"West Bengal","Zone I","","Silk Printing","Skilled","","1/6/121",26,"","","","","",414,"","","","","",10775,"Clothes Textile"
"West Bengal","Zone I","","Silk Printing","Semi Skilled","","1/6/121",26,"","","","","",377,"","","","","",9795,"Clothes Textile"
"West Bengal","Zone I","","Silk Printing","Unskilled","","1/6/121",26,"","","","","",342,"","","","","",8904,"Clothes Textile"
"West Bengal","Zone II","","Stone Breaking","Skilled","","1/6/121",26,"","","","","",369,"","","","","",9593,0
"West Bengal","Zone II","","Stone Breaking","Semi Skilled","","1/6/121",26,"","","","","",335,"","","","","",8720,0
"West Bengal","Zone II","","Stone Breaking","Unskilled","","1/6/121",26,"","","","","",305,"","","","","",7929,0
"West Bengal","Zone I","","Stone Breaking","Skilled","","1/6/121",26,"","","","","",414,"","","","","",10775,0
"West Bengal","Zone I","","Stone Breaking","Semi Skilled","","1/6/121",26,"","","","","",377,"","","","","",9795,0
"West Bengal","Zone I","","Stone Breaking","Unskilled","","1/6/121",26,"","","","","",342,"","","","","",8904,0
"West Bengal","Zone II","","Wooden Furniture","Highly Skilled","Designer","1/6/121",26,"","","","","",406,"","","","","",10554,"Carpentry"
"West Bengal","Zone I","","Wooden Furniture","Highly Skilled","Designer","1/6/121",26,"","","","","",456,"","","","","",11851,"Carpentry"
"West Bengal","Zone II","","Wooden Furniture","Skilled","Varnisher","1/6/121",26,"","","","","",369,"","","","","",9593,"Carpentry"
"West Bengal","Zone II","","Wooden Furniture","Skilled","Polisher","1/6/121",26,"","","","","",369,"","","","","",9593,"Carpentry"
"West Bengal","Zone II","","Wooden Furniture","Skilled","Fitter","1/6/121",26,"","","","","",369,"","","","","",9593,"Carpentry"
"West Bengal","Zone II","","Wooden Furniture","Skilled","Carpenter","1/6/121",26,"","","","","",369,"","","","","",9593,"Carpentry"
"West Bengal","Zone I","","Wooden Furniture","Skilled","Varnisher","1/6/121",26,"","","","","",414,"","","","","",10775,"Carpentry"
"West Bengal","Zone I","","Wooden Furniture","Skilled","Polisher","1/6/121",26,"","","","","",414,"","","","","",10775,"Carpentry"
"West Bengal","Zone I","","Wooden Furniture","Skilled","Fitter","1/6/121",26,"","","","","",414,"","","","","",10775,"Carpentry"
"West Bengal","Zone I","","Wooden Furniture","Skilled","Carpenter","1/6/121",26,"","","","","",414,"","","","","",10775,"Carpentry"
"West Bengal","Zone II","","Wooden Furniture","Semi Skilled","Assistant Repairman","1/6/121",26,"","","","","",335,"","","","","",8720,"Carpentry"
"West Bengal","Zone II","","Wooden Furniture","Semi Skilled","Assistant Fitter","1/6/121",26,"","","","","",335,"","","","","",8720,"Carpentry"
"West Bengal","Zone II","","Wooden Furniture","Semi Skilled","Assistant Carpenter","1/6/121",26,"","","","","",335,"","","","","",8720,"Carpentry"
"West Bengal","Zone I","","Wooden Furniture","Semi Skilled","Assistant Repairman","1/6/121",26,"","","","","",377,"","","","","",9795,"Carpentry"
"West Bengal","Zone I","","Wooden Furniture","Semi Skilled","Assistant Fitter","1/6/121",26,"","","","","",377,"","","","","",9795,"Carpentry"
"West Bengal","Zone I","","Wooden Furniture","Semi Skilled","Assistant Carpenter","1/6/121",26,"","","","","",377,"","","","","",9795,"Carpentry"
"West Bengal","Zone II","","Wooden Furniture","Unskilled","Bearer","1/6/121",26,"","","","","",305,"","","","","",7929,"Carpentry"
"West Bengal","Zone II","","Wooden Furniture","Unskilled","Sweeper","1/6/121",26,"","","","","",305,"","","","","",7929,"Carpentry"
"West Bengal","Zone II","","Wooden Furniture","Unskilled","Cleaner","1/6/121",26,"","","","","",305,"","","","","",7929,"Carpentry"
"West Bengal","Zone II","","Wooden Furniture","Unskilled","Peon","1/6/121",26,"","","","","",305,"","","","","",7929,"Carpentry"
"West Bengal","Zone I","","Wooden Furniture","Unskilled","Bearer","1/6/121",26,"","","","","",342,"","","","","",8904,"Carpentry"
"West Bengal","Zone I","","Wooden Furniture","Unskilled","Sweeper","1/6/121",26,"","","","","",342,"","","","","",8904,"Carpentry"
"West Bengal","Zone I","","Wooden Furniture","Unskilled","Cleaner","1/6/121",26,"","","","","",342,"","","","","",8904,"Carpentry"
"West Bengal","Zone I","","Wooden Furniture","Unskilled","Peon","1/6/121",26,"","","","","",342,"","","","","",8904,"Carpentry"
"West Bengal","Zone II","","Wooden Furniture","Highly Skilled","","1/6/121",26,"","","","","",406,"","","","","",10554,"Carpentry"
"West Bengal","Zone II","","Wooden Furniture","Skilled","","1/6/121",26,"","","","","",369,"","","","","",9593,"Carpentry"
"West Bengal","Zone II","","Wooden Furniture","Semi Skilled","","1/6/121",26,"","","","","",335,"","","","","",8720,"Carpentry"
"West Bengal","Zone II","","Wooden Furniture","Unskilled","","1/6/121",26,"","","","","",305,"","","","","",7929,"Carpentry"
"West Bengal","Zone I","","Wooden Furniture","Highly Skilled","","1/6/121",26,"","","","","",456,"","","","","",11851,"Carpentry"
"West Bengal","Zone I","","Wooden Furniture","Skilled","","1/6/121",26,"","","","","",414,"","","","","",10775,"Carpentry"
"West Bengal","Zone I","","Wooden Furniture","Semi Skilled","","1/6/121",26,"","","","","",377,"","","","","",9795,"Carpentry"
"West Bengal","Zone I","","Wooden Furniture","Unskilled","","1/6/121",26,"","","","","",342,"","","","","",8904,"Carpentry"
"West Bengal","Zone II","","Tailoring Industry","Skilled","","1/6/121",26,"","","","","",369,"","","","","",9593,"Stitch Textile"
"West Bengal","Zone II","","Tailoring Industry","Semi Skilled","","1/6/121",26,"","","","","",335,"","","","","",8720,"Stitch Textile"
"West Bengal","Zone II","","Tailoring Industry","Unskilled","","1/6/121",26,"","","","","",305,"","","","","",7929,"Stitch Textile"
"West Bengal","Zone I","","Tailoring Industry","Skilled","","1/6/121",26,"","","","","",414,"","","","","",10775,"Stitch Textile"
"West Bengal","Zone I","","Tailoring Industry","Semi Skilled","","1/6/121",26,"","","","","",377,"","","","","",9795,"Stitch Textile"
"West Bengal","Zone I","","Tailoring Industry","Unskilled","","1/6/121",26,"","","","","",342,"","","","","",8904,"Stitch Textile"
"West Bengal","Zone I","","Sponge Iron, Ferro Alloys and Induction Furnaces","Unskilled","","1/6/121",26,"","","","","",342,"","","","","",8904,"Alloy Metal"
"West Bengal","","","Rice Mills","Highly Skilled","","1/6/121",26,"","","","","",357,"","","","","",9291,0
"West Bengal","","","Rice Mills","Skilled","","1/6/121",26,"","","","","",325,"","","","","",8446,0
"West Bengal","","","Rice Mills","Semi Skilled","","1/6/121",26,"","","","","",295,"","","","","",7676,0
"West Bengal","","","Rice Mills","Unskilled","","1/6/121",26,"","","","","",268,"","","","","",6978,0
"West Bengal","","","Salt Pan Industry","Highly Skilled","","1/6/121",26,"","","","","",357,"","","","","",9291,0
"West Bengal","","","Salt Pan Industry","Skilled","","1/6/121",26,"","","","","",325,"","","","","",8446,0
"West Bengal","","","Salt Pan Industry","Semi Skilled","","1/6/121",26,"","","","","",295,"","","","","",7676,0
"West Bengal","","","Salt Pan Industry","Unskilled","","1/6/121",26,"","","","","",268,"","","","","",6978,0
"West Bengal","Zone II","","SHOE MAKING INDUSTRY","Skilled","Clerk","1/6/121",26,"","","","","",369,"","","","","",9593,"Footwear"
"West Bengal","Zone II","","SHOE MAKING INDUSTRY","Skilled","Machine Operator","1/6/121",26,"","","","","",369,"","","","","",9593,"Footwear"
"West Bengal","Zone II","","SHOE MAKING INDUSTRY","Skilled","Fitter","1/6/121",26,"","","","","",369,"","","","","",9593,"Footwear"
"West Bengal","Zone I","","SHOE MAKING INDUSTRY","Skilled","Clerk","1/6/121",26,"","","","","",414,"","","","","",10775,"Footwear"
"West Bengal","Zone I","","SHOE MAKING INDUSTRY","Skilled","Machine Operator","1/6/121",26,"","","","","",414,"","","","","",10775,"Footwear"
"West Bengal","Zone I","","SHOE MAKING INDUSTRY","Skilled","Fitter","1/6/121",26,"","","","","",414,"","","","","",10775,"Footwear"
"West Bengal","Zone II","","SHOE MAKING INDUSTRY","Semi Skilled","Maistries (Master Workman)","1/6/121",26,"","","","","",335,"","","","","",8720,"Footwear"
"West Bengal","Zone II","","SHOE MAKING INDUSTRY","Semi Skilled","Gatekeeper","1/6/121",26,"","","","","",335,"","","","","",8720,"Footwear"
"West Bengal","Zone II","","SHOE MAKING INDUSTRY","Semi Skilled","Stichers","1/6/121",26,"","","","","",335,"","","","","",8720,"Footwear"
"West Bengal","Zone I","","SHOE MAKING INDUSTRY","Semi Skilled","Maistries (Master Workman)","1/6/121",26,"","","","","",377,"","","","","",9795,"Footwear"
"West Bengal","Zone I","","SHOE MAKING INDUSTRY","Semi Skilled","Gatekeeper","1/6/121",26,"","","","","",377,"","","","","",9795,"Footwear"
"West Bengal","Zone I","","SHOE MAKING INDUSTRY","Semi Skilled","Stichers","1/6/121",26,"","","","","",377,"","","","","",9795,"Footwear"
"West Bengal","Zone II","","SHOE MAKING INDUSTRY","Unskilled","Peon","1/6/121",26,"","","","","",305,"","","","","",7929,"Footwear"
"West Bengal","Zone II","","SHOE MAKING INDUSTRY","Unskilled","General workers","1/6/121",26,"","","","","",305,"","","","","",7929,"Footwear"
"West Bengal","Zone II","","SHOE MAKING INDUSTRY","Unskilled","Helper","1/6/121",26,"","","","","",305,"","","","","",7929,"Footwear"
"West Bengal","Zone I","","SHOE MAKING INDUSTRY","Unskilled","Peon","1/6/121",26,"","","","","",342,"","","","","",8904,"Footwear"
"West Bengal","Zone I","","SHOE MAKING INDUSTRY","Unskilled","General workers","1/6/121",26,"","","","","",342,"","","","","",8904,"Footwear"
"West Bengal","Zone I","","SHOE MAKING INDUSTRY","Unskilled","Helper","1/6/121",26,"","","","","",342,"","","","","",8904,"Footwear"
"West Bengal","Zone II","","SHOE MAKING INDUSTRY","Skilled","","1/6/121",26,"","","","","",369,"","","","","",9593,"Footwear"
"West Bengal","Zone II","","SHOE MAKING INDUSTRY","Semi Skilled","","1/6/121",26,"","","","","",335,"","","","","",8720,"Footwear"
"West Bengal","Zone II","","SHOE MAKING INDUSTRY","Unskilled","","1/6/121",26,"","","","","",305,"","","","","",7929,"Footwear"
"West Bengal","Zone I","","SHOE MAKING INDUSTRY","Skilled","","1/6/121",26,"","","","","",414,"","","","","",10775,"Footwear"
"West Bengal","Zone I","","SHOE MAKING INDUSTRY","Semi Skilled","","1/6/121",26,"","","","","",377,"","","","","",9795,"Footwear"
"West Bengal","Zone I","","SHOE MAKING INDUSTRY","Unskilled","","1/6/121",26,"","","","","",342,"","","","","",8904,"Footwear"
"West Bengal","Zone II","","Saw Mills","Skilled","Salesman","1/6/121",26,"","","","","",369,"","","","","",9593,"Wood Furniture carpentry"
"West Bengal","Zone II","","Saw Mills","Skilled","Accountant","1/6/121",26,"","","","","",369,"","","","","",9593,"Wood Furniture carpentry"
"West Bengal","Zone II","","Saw Mills","Skilled","Clerk","1/6/121",26,"","","","","",369,"","","","","",9593,"Wood Furniture carpentry"
"West Bengal","Zone II","","Saw Mills","Skilled","Carpenter","1/6/121",26,"","","","","",369,"","","","","",9593,"Wood Furniture carpentry"
"West Bengal","Zone II","","Saw Mills","Skilled","Driver","1/6/121",26,"","","","","",369,"","","","","",9593,"Wood Furniture carpentry"
"West Bengal","Zone II","","Saw Mills","Skilled","Engine Operator","1/6/121",26,"","","","","",369,"","","","","",9593,"Wood Furniture carpentry"
"West Bengal","Zone II","","Saw Mills","Skilled","Cutter","1/6/121",26,"","","","","",369,"","","","","",9593,"Wood Furniture carpentry"
"West Bengal","Zone II","","Saw Mills","Skilled","Maistries (Master Workman)","1/6/121",26,"","","","","",369,"","","","","",9593,"Wood Furniture carpentry"
"West Bengal","Zone II","","Saw Mills","Skilled","Machine Operator","1/6/121",26,"","","","","",369,"","","","","",9593,"Wood Furniture carpentry"
"West Bengal","Zone I","","Saw Mills","Skilled","Salesman","1/6/121",26,"","","","","",414,"","","","","",10775,"Wood Furniture carpentry"
"West Bengal","Zone I","","Saw Mills","Skilled","Accountant","1/6/121",26,"","","","","",414,"","","","","",10775,"Wood Furniture carpentry"
"West Bengal","Zone I","","Saw Mills","Skilled","Clerk","1/6/121",26,"","","","","",414,"","","","","",10775,"Wood Furniture carpentry"
"West Bengal","Zone I","","Saw Mills","Skilled","Carpenter","1/6/121",26,"","","","","",414,"","","","","",10775,"Wood Furniture carpentry"
"West Bengal","Zone I","","Saw Mills","Skilled","Driver","1/6/121",26,"","","","","",414,"","","","","",10775,"Wood Furniture carpentry"
"West Bengal","Zone I","","Saw Mills","Skilled","Engine Operator","1/6/121",26,"","","","","",414,"","","","","",10775,"Wood Furniture carpentry"
"West Bengal","Zone I","","Saw Mills","Skilled","Cutter","1/6/121",26,"","","","","",414,"","","","","",10775,"Wood Furniture carpentry"
"West Bengal","Zone I","","Saw Mills","Skilled","Maistries (Master Workman)","1/6/121",26,"","","","","",414,"","","","","",10775,"Wood Furniture carpentry"
"West Bengal","Zone I","","Saw Mills","Skilled","Machine Operator","1/6/121",26,"","","","","",414,"","","","","",10775,"Wood Furniture carpentry"
"West Bengal","Zone II","","Saw Mills","Semi Skilled","Carpenter","1/6/121",26,"","","","","",335,"","","","","",8720,"Wood Furniture carpentry"
"West Bengal","Zone II","","Saw Mills","Semi Skilled","Assistant","1/6/121",26,"","","","","",335,"","","","","",8720,"Wood Furniture carpentry"
"West Bengal","Zone II","","Saw Mills","Semi Skilled","Assistant Cutter","1/6/121",26,"","","","","",335,"","","","","",8720,"Wood Furniture carpentry"
"West Bengal","Zone II","","Saw Mills","Semi Skilled","Assistant Repairman","1/6/121",26,"","","","","",335,"","","","","",8720,"Wood Furniture carpentry"
