"State","Zone","District","Class of Employment","Category/Grade","Designation/Skill_Set","Effective_from","conversion","Basic/day","HRA/day","VDA/day","Tea-food-&-lodging_allowance/day","Special_Allowance/Day","Daily_Rate","Basic/month","HRA/month","VDA/month","Tea-food-&-lodging_allowance/month","Special_Allowance/month","Monthly_Rate","COE Keywords"
"Uttar Pradesh","","","Glass Bangle Industry","","Supervisor","1/3/122",26,"290.38","","283.97","","",574.351538461538,7550,"",7383.14,"","",14933.14,0
"Uttar Pradesh","","","Glass Bangle Industry","","Roller","1/3/122",26,"300.00","","293.37","","",593.37,7800,"",7627.62,"","",15427.62,0
"Uttar Pradesh","","","Glass Bangle Industry","","Wireman","1/3/122",26,"428.85","","419.37","","",848.215,11150,"",10903.59,"","",22053.59,0
"Uttar Pradesh","","","Glass Bangle Industry","Skilled","","1/3/122",26,"209.62","","204.98","","",414.598076923077,5450,"",5329.55,"","",10779.55,0
"Uttar Pradesh","","","Glass Bangle Industry","Semi Skilled","","1/3/122",26,"188.46","","184.30","","",372.758076923077,4900,"",4791.71,"","",9691.71,0
"Uttar Pradesh","","","Glass Bangle Industry","Unskilled","","1/3/122",26,"165.38","","161.73","","",327.114230769231,4300,"",4204.97,"","",8504.97,0
"Uttar Pradesh","","","Tobacco Bidi making","Skilled","","1/3/122",26,"238.46","","144.63","","",383.088461538461,6200,"",3760.3,"","",9960.3,0
"Uttar Pradesh","","","Tobacco Bidi making","Semi Skilled","","1/3/122",26,"200.00","","121.30","","",321.3,5200,"",3153.8,"","",8353.8,0
"Uttar Pradesh","","","Tobacco Bidi making","Unskilled","","1/3/122",26,"175.00","","106.14","","",281.137692307692,4550,"",2759.58,"","",7309.58,0
"Uttar Pradesh","","","Carpet Industry","Clerical 2","","1/3/122",26,"196.15","","191.82","","",387.972692307692,5100,"",4987.29,"","",10087.29,"Textile Industry"
"Uttar Pradesh","","","Carpet Industry","Clerical 1","","1/3/122",26,"207.69","","203.10","","",410.794615384615,5400,"",5280.66,"","",10680.66,"Textile Industry"
"Uttar Pradesh","","","Carpet Industry","Highly Skilled","","1/3/122",26,"211.54","","206.86","","",418.401923076923,5500,"",5378.45,"","",10878.45,"Textile Industry"
"Uttar Pradesh","","","Carpet Industry","Skilled C","","1/3/122",26,"200.00","","195.58","","",395.58,5200,"",5085.08,"","",10285.08,"Textile Industry"
"Uttar Pradesh","","","Carpet Industry","Skilled B","","1/3/122",26,"203.85","","199.34","","",403.187307692308,5300,"",5182.87,"","",10482.87,"Textile Industry"
"Uttar Pradesh","","","Carpet Industry","Skilled A","","1/3/122",26,"207.69","","203.10","","",410.794615384615,5400,"",5280.66,"","",10680.66,"Textile Industry"
"Uttar Pradesh","","","Carpet Industry","Semi Skilled","","1/3/122",26,"192.31","","188.06","","",380.365384615385,5000,"",4889.5,"","",9889.5,"Textile Industry"
"Uttar Pradesh","","","Carpet Industry","Unskilled","","1/3/122",26,"173.08","","169.25","","",342.328846153846,4500,"",4400.55,"","",8900.55,"Textile Industry"
"Uttar Pradesh","","","Wool Shawl and Carpet Maker","Skilled","","1/3/122",26,"272.50","","179.15","","",451.653846153846,7085,"",4658,"","",11743,"Clothes"
"Uttar Pradesh","","","Wool Shawl and Carpet Maker","Semi Skilled","","1/3/122",26,"243.27","","159.92","","",403.192307692308,6325,"",4158,"","",10483,"Clothes"
"Uttar Pradesh","","","Wool Shawl and Carpet Maker","Unskilled","","1/3/122",26,"221.15","","145.38","","",366.538461538462,5750,"",3780,"","",9530,"Clothes"
"Uttar Pradesh","","","Call Center and Tele calling Services","Skilled","","1/3/122",26,"272.50","","179.15","","",451.653846153846,7085,"",4658,"","",11743,0
"Uttar Pradesh","","","Call Center and Tele calling Services","Semi Skilled","","1/3/122",26,"243.27","","159.92","","",403.192307692308,6325,"",4158,"","",10483,0
"Uttar Pradesh","","","Call Center and Tele calling Services","Unskilled","","1/3/122",26,"221.15","","145.38","","",366.538461538462,5750,"",3780,"","",9530,0
"Uttar Pradesh","","","Information Technology Industry","Skilled","","1/3/122",26,"272.50","","179.15","","",451.653846153846,7085,"",4658,"","",11743,"IT Software"
"Uttar Pradesh","","","Information Technology Industry","Semi Skilled","","1/3/122",26,"243.27","","159.92","","",403.192307692308,6325,"",4158,"","",10483,"IT Software"
"Uttar Pradesh","","","Information Technology Industry","Unskilled","","1/3/122",26,"221.15","","145.38","","",366.538461538462,5750,"",3780,"","",9530,"IT Software"
"Uttar Pradesh","","","Employment in Corporate Offices","Skilled","","1/3/122",26,"272.50","","179.15","","",451.653846153846,7085,"",4658,"","",11743,0
"Uttar Pradesh","","","Employment in Corporate Offices","Semi Skilled","","1/3/122",26,"243.27","","159.92","","",403.192307692308,6325,"",4158,"","",10483,0
"Uttar Pradesh","","","Employment in Corporate Offices","Unskilled","","1/3/122",26,"221.15","","145.38","","",366.538461538462,5750,"",3780,"","",9530,0
"Uttar Pradesh","","","Hair Cutting Saloons","Skilled","","1/3/122",26,"272.50","","179.15","","",451.653846153846,7085,"",4658,"","",11743,"Beauty Parlour"
"Uttar Pradesh","","","Hair Cutting Saloons","Semi Skilled","","1/3/122",26,"243.27","","159.92","","",403.192307692308,6325,"",4158,"","",10483,"Beauty Parlour"
"Uttar Pradesh","","","Hair Cutting Saloons","Unskilled","","1/3/122",26,"221.15","","145.38","","",366.538461538462,5750,"",3780,"","",9530,"Beauty Parlour"
"Uttar Pradesh","","","Sales Promotion Worker","Skilled","","1/3/122",26,"272.50","","179.15","","",451.653846153846,7085,"",4658,"","",11743,0
"Uttar Pradesh","","","Sales Promotion Worker","Semi Skilled","","1/3/122",26,"243.27","","159.92","","",403.192307692308,6325,"",4158,"","",10483,0
"Uttar Pradesh","","","Sales Promotion Worker","Unskilled","","1/3/122",26,"221.15","","145.38","","",366.538461538462,5750,"",3780,"","",9530,0
"Uttar Pradesh","","","Employment in NGO and Voluntary Social Organization","Skilled","","1/3/122",26,"272.50","","179.15","","",451.653846153846,7085,"",4658,"","",11743,0
"Uttar Pradesh","","","Employment in NGO and Voluntary Social Organization","Semi Skilled","","1/3/122",26,"243.27","","159.92","","",403.192307692308,6325,"",4158,"","",10483,0
"Uttar Pradesh","","","Employment in NGO and Voluntary Social Organization","Unskilled","","1/3/122",26,"221.15","","145.38","","",366.538461538462,5750,"",3780,"","",9530,0
"Uttar Pradesh","","","Taxis and Auto Rickshaws","Skilled","","1/3/122",26,"272.50","","179.15","","",451.653846153846,7085,"",4658,"","",11743,"Transport"
"Uttar Pradesh","","","Taxis and Auto Rickshaws","Semi Skilled","","1/3/122",26,"243.27","","159.92","","",403.192307692308,6325,"",4158,"","",10483,"Transport"
"Uttar Pradesh","","","Taxis and Auto Rickshaws","Unskilled","","1/3/122",26,"221.15","","145.38","","",366.538461538462,5750,"",3780,"","",9530,"Transport"
"Uttar Pradesh","","","Distribution of Liquid Petroleum Gas Cylinders","Skilled","","1/3/122",26,"272.50","","179.15","","",451.653846153846,7085,"",4658,"","",11743,"House LPG"
"Uttar Pradesh","","","Distribution of Liquid Petroleum Gas Cylinders","Semi Skilled","","1/3/122",26,"243.27","","159.92","","",403.192307692308,6325,"",4158,"","",10483,"House LPG"
"Uttar Pradesh","","","Distribution of Liquid Petroleum Gas Cylinders","Unskilled","","1/3/122",26,"221.15","","145.38","","",366.538461538462,5750,"",3780,"","",9530,"House LPG"
"Uttar Pradesh","","","Computer hardware industry and Services","Skilled","","1/3/122",26,"272.50","","179.15","","",451.653846153846,7085,"",4658,"","",11743,"IT Information Technology"
"Uttar Pradesh","","","Computer hardware industry and Services","Semi Skilled","","1/3/122",26,"243.27","","159.92","","",403.192307692308,6325,"",4158,"","",10483,"IT Information Technology"
"Uttar Pradesh","","","Computer hardware industry and Services","Unskilled","","1/3/122",26,"221.15","","145.38","","",366.538461538462,5750,"",3780,"","",9530,"IT Information Technology"
"Uttar Pradesh","","","Domestic Workers","Skilled","","1/3/122",26,"272.50","","179.15","","",451.653846153846,7085,"",4658,"","",11743,"Informal Sector"
"Uttar Pradesh","","","Domestic Workers","Semi Skilled","","1/3/122",26,"243.27","","159.92","","",403.192307692308,6325,"",4158,"","",10483,"Informal Sector"
"Uttar Pradesh","","","Domestic Workers","Unskilled","","1/3/122",26,"221.15","","145.38","","",366.538461538462,5750,"",3780,"","",9530,"Informal Sector"
"Uttar Pradesh","","","Sweeping and Cleaning","Skilled","","1/3/122",26,"272.50","","179.15","","",451.653846153846,7085,"",4658,"","",11743,"Scavengers"
"Uttar Pradesh","","","Sweeping and Cleaning","Semi Skilled","","1/3/122",26,"243.27","","159.92","","",403.192307692308,6325,"",4158,"","",10483,"Scavengers"
"Uttar Pradesh","","","Sweeping and Cleaning","Unskilled","","1/3/122",26,"221.15","","145.38","","",366.538461538462,5750,"",3780,"","",9530,"Scavengers"
"Uttar Pradesh","","","Security Services","Skilled","","1/3/122",26,"272.50","","179.15","","",451.653846153846,7085,"",4658,"","",11743,"Watchman Guard"
"Uttar Pradesh","","","Security Services","Semi Skilled","","1/3/122",26,"243.27","","159.92","","",403.192307692308,6325,"",4158,"","",10483,"Watchman Guard"
"Uttar Pradesh","","","Security Services","Unskilled","","1/3/122",26,"221.15","","145.38","","",366.538461538462,5750,"",3780,"","",9530,"Watchman Guard"
"Uttar Pradesh","","","Brass utensils and brass products manufacturer","Skilled","","1/3/122",26,"272.50","","179.15","","",451.653846153846,7085,"",4658,"","",11743,"Alloy Metal"
"Uttar Pradesh","","","Brass utensils and brass products manufacturer","Semi Skilled","","1/3/122",26,"243.27","","159.92","","",403.192307692308,6325,"",4158,"","",10483,"Alloy Metal"
"Uttar Pradesh","","","Brass utensils and brass products manufacturer","Unskilled","","1/3/122",26,"221.15","","145.38","","",366.538461538462,5750,"",3780,"","",9530,"Alloy Metal"
"Uttar Pradesh","","","Lock Industry","Skilled","","1/3/122",26,"272.50","","179.15","","",451.653846153846,7085,"",4658,"","",11743,0
"Uttar Pradesh","","","Lock Industry","Semi Skilled","","1/3/122",26,"243.27","","159.92","","",403.192307692308,6325,"",4158,"","",10483,0
"Uttar Pradesh","","","Lock Industry","Unskilled","","1/3/122",26,"221.15","","145.38","","",366.538461538462,5750,"",3780,"","",9530,0
"Uttar Pradesh","","","Bricks Kiln","Skilled","","1/3/122",26,"272.50","","179.15","","",451.653846153846,7085,"",4658,"","",11743,"Constructions"
"Uttar Pradesh","","","Bricks Kiln","Semi Skilled","","1/3/122",26,"243.27","","159.92","","",403.192307692308,6325,"",4158,"","",10483,"Constructions"
