"State","Zone","District","Class of Employment","Category/Grade","Designation/Skill_Set","Effective_from","conversion","Basic/day","HRA/day","VDA/day","Tea-food-&-lodging_allowance/day","Special_Allowance/Day","Daily_Rate","Basic/month","HRA/month","VDA/month","Tea-food-&-lodging_allowance/month","Special_Allowance/month","Monthly_Rate","COE Keywords"
"Ladakh","","","Agricultural Operations and Allied Sector","Account staff","","4/10/122",26,"","","","","",535,"","","","","","13910.00","Farming Horticulture Dairy"
"Ladakh","","","Agricultural Operations and Allied Sector","Administration","","4/10/122",26,"","","","","",535,"","","","","","13910.00","Farming Horticulture Dairy"
"Ladakh","","","Agricultural Operations and Allied Sector","Highly Skilled","","4/10/122",26,"","","","","",835,"","","","","","21710.00","Farming Horticulture Dairy"
"Ladakh","","","Agricultural Operations and Allied Sector","Skilled","","4/10/122",26,"","","","","",575,"","","","","","14950.00","Farming Horticulture Dairy"
"Ladakh","","","Agricultural Operations and Allied Sector","Unskilled","","4/10/122",26,"","","","","",450,"","","","","","11700.00","Farming Horticulture Dairy"
"Ladakh","","","Cinema Industry","Account staff","","4/10/122",26,"","","","","",535,"","","","","","13910.00","Film Industry Multiplex Hall"
"Ladakh","","","Cinema Industry","Administration","","4/10/122",26,"","","","","",535,"","","","","","13910.00","Film Industry Multiplex Hall"
"Ladakh","","","Cinema Industry","Highly Skilled","","4/10/122",26,"","","","","",835,"","","","","","21710.00","Film Industry Multiplex Hall"
"Ladakh","","","Cinema Industry","Skilled","","4/10/122",26,"","","","","",575,"","","","","","14950.00","Film Industry Multiplex Hall"
"Ladakh","","","Cinema Industry","Unskilled","","4/10/122",26,"","","","","",450,"","","","","","11700.00","Film Industry Multiplex Hall"
"Ladakh","","","Hotels and Restaurants","Account staff","","4/10/122",26,"","","","","",535,"","","","","","13910.00","Eating House Cantin Accommodation"
"Ladakh","","","Hotels and Restaurants","Administration","","4/10/122",26,"","","","","",535,"","","","","","13910.00","Eating House Cantin Accommodation"
"Ladakh","","","Hotels and Restaurants","Highly Skilled","","4/10/122",26,"","","","","",835,"","","","","","21710.00","Eating House Cantin Accommodation"
