"State","Zone","District","Class of Employment","Category/Grade","Designation/Skill_Set","Effective_from","conversion","Basic/day","HRA/day","VDA/day","Tea-food-&-lodging_allowance/day","Special_Allowance/Day","Daily_Rate","Basic/month","HRA/month","VDA/month","Tea-food-&-lodging_allowance/month","Special_Allowance/month","Monthly_Rate","COE Keywords"
"Delhi","","","Engineering Industry","Supervisory","Graduate and Above","1/3/122",26,814.769230769231,"",22,"","",836.769230769231,21184,"",572,"","",21756,"Startup Company"
"Delhi","","","Engineering Industry","Clerical","Graduate and Above","1/3/122",26,814.769230769231,"",22,"","",836.769230769231,21184,"",572,"","",21756,"Startup Company"
"Delhi","","","Engineering Industry","Supervisory","Matriculate but not Graduate","1/3/122",26,748.961538461538,"",21,"","",769.961538461538,19473,"",546,"","",20019,"Startup Company"
"Delhi","","","Engineering Industry","Clerical","Matriculate but not Graduate","1/3/122",26,748.961538461538,"",21,"","",769.961538461538,19473,"",546,"","",20019,"Startup Company"
"Delhi","","","Engineering Industry","Supervisory","Non Matriculation","1/3/122",26,680.5,"",19,"","",699.5,17693,"",494,"","",18187,"Startup Company"
"Delhi","","","Engineering Industry","Clerical","Non Matriculation","1/3/122",26,680.5,"",19,"","",699.5,17693,"",494,"","",18187,"Startup Company"
"Delhi","","","Engineering Industry","Skilled","","1/3/122",26,748.961538461538,"",21,"","",769.961538461538,19473,"",546,"","",20019,"Startup Company"
"Delhi","","","Engineering Industry","Semi Skilled","","1/3/122",26,680.5,"",19,"","",699.5,17693,"",494,"","",18187,"Startup Company"
"Delhi","","","Engineering Industry","Unskilled","","1/3/122",26,617.846153846154,"",17,"","",634.846153846154,16064,"",442,"","",16506,"Startup Company"
"Delhi","","","Hospitals, Nursing Homes, Clinics And Dispensaries","Supervisory","Graduate and Above","1/3/122",26,814.769230769231,"",22,"","",836.769230769231,21184,"",572,"","",21756,0
"Delhi","","","Hospitals, Nursing Homes, Clinics And Dispensaries","Clerical","Graduate and Above","1/3/122",26,814.769230769231,"",22,"","",836.769230769231,21184,"",572,"","",21756,0
"Delhi","","","Hospitals, Nursing Homes, Clinics And Dispensaries","Supervisory","Matriculate but not Graduate","1/3/122",26,748.961538461538,"",21,"","",769.961538461538,19473,"",546,"","",20019,0
"Delhi","","","Hospitals, Nursing Homes, Clinics And Dispensaries","Clerical","Matriculate but not Graduate","1/3/122",26,748.961538461538,"",21,"","",769.961538461538,19473,"",546,"","",20019,0
"Delhi","","","Hospitals, Nursing Homes, Clinics And Dispensaries","Supervisory","Non Matriculation","1/3/122",26,680.5,"",19,"","",699.5,17693,"",494,"","",18187,0
"Delhi","","","Hospitals, Nursing Homes, Clinics And Dispensaries","Clerical","Non Matriculation","1/3/122",26,680.5,"",19,"","",699.5,17693,"",494,"","",18187,0
