"State","Zone","District","Class of Employment","Category/Grade","Designation/Skill_Set","Effective_from","conversion","Basic/day","HRA/day","VDA/day","Tea-food-&-lodging_allowance/day","Special_Allowance/Day","Daily_Rate","Basic/month","HRA/month","VDA/month","Tea-food-&-lodging_allowance/month","Special_Allowance/month","Monthly_Rate","COE Keywords"
"Dadra & Nagar Haveli and Daman & Diu","","","Agriculture","Skilled","","1/3/121",26,284,"",72.2,"","",356.2,"7384.00","","1877.20","","","9261.20","Farming Horticulture Dairy"
"Dadra & Nagar Haveli and Daman & Diu","","","Agriculture","Semi Skilled","","1/3/121",26,276,"",72.2,"","",348.2,"7176.00","","1877.20","","","9053.20","Farming Horticulture Dairy"
"Dadra & Nagar Haveli and Daman & Diu","","","Agriculture","Unskilled","","1/3/121",26,268,"",72.2,"","",340.2,"6968.00","","1877.20","","","8845.20","Farming Horticulture Dairy"
"Dadra & Nagar Haveli and Daman & Diu","","","Domestic Workers","Skilled","","1/3/121",26,284,"",72.2,"","",356.2,"7384.00","","1877.20","","","9261.20","Informal Sector"
"Dadra & Nagar Haveli and Daman & Diu","","","Domestic Workers","Semi Skilled","","1/3/121",26,276,"",72.2,"","",348.2,"7176.00","","1877.20","","","9053.20","Informal Sector"
"Dadra & Nagar Haveli and Daman & Diu","","","Domestic Workers","Unskilled","","1/3/121",26,268,"",72.2,"","",340.2,"6968.00","","1877.20","","","8845.20","Informal Sector"
"Dadra & Nagar Haveli and Daman & Diu","","","Security Services","Skilled","","1/3/121",26,284,"",72.2,"","",356.2,"7384.00","","1877.20","","","9261.20","Watchman Guard"
"Dadra & Nagar Haveli and Daman & Diu","","","Security Services","Semi Skilled","","1/3/121",26,276,"",72.2,"","",348.2,"7176.00","","1877.20","","","9053.20","Watchman Guard"
"Dadra & Nagar Haveli and Daman & Diu","","","Security Services","Unskilled","","1/3/121",26,268,"",72.2,"","",340.2,"6968.00","","1877.20","","","8845.20","Watchman Guard"
"Dadra & Nagar Haveli and Daman & Diu","","","Sugar Industry","Skilled","","1/3/121",26,284,"",72.2,"","",356.2,"7384.00","","1877.20","","","9261.20","Khandsari"
"Dadra & Nagar Haveli and Daman & Diu","","","Sugar Industry","Semi Skilled","","1/3/121",26,276,"",72.2,"","",348.2,"7176.00","","1877.20","","","9053.20","Khandsari"
"Dadra & Nagar Haveli and Daman & Diu","","","Sugar Industry","Unskilled","","1/3/121",26,268,"",72.2,"","",340.2,"6968.00","","1877.20","","","8845.20","Khandsari"
"Dadra & Nagar Haveli and Daman & Diu","","","Pharmaceutical Manufacturers","Skilled","","1/3/121",26,284,"",72.2,"","",356.2,"7384.00","","1877.20","","","9261.20","Medicine Shop medical"
"Dadra & Nagar Haveli and Daman & Diu","","","Pharmaceutical Manufacturers","Semi Skilled","","1/3/121",26,276,"",72.2,"","",348.2,"7176.00","","1877.20","","","9053.20","Medicine Shop medical"
"Dadra & Nagar Haveli and Daman & Diu","","","Pharmaceutical Manufacturers","Unskilled","","1/3/121",26,268,"",72.2,"","",340.2,"6968.00","","1877.20","","","8845.20","Medicine Shop medical"
"Dadra & Nagar Haveli and Daman & Diu","","","Petrol Pump","Skilled","","1/3/121",26,284,"",72.2,"","",356.2,"7384.00","","1877.20","","","9261.20",0
"Dadra & Nagar Haveli and Daman & Diu","","","Petrol Pump","Semi Skilled","","1/3/121",26,276,"",72.2,"","",348.2,"7176.00","","1877.20","","","9053.20",0
"Dadra & Nagar Haveli and Daman & Diu","","","Petrol Pump","Unskilled","","1/3/121",26,268,"",72.2,"","",340.2,"6968.00","","1877.20","","","8845.20",0
"Dadra & Nagar Haveli and Daman & Diu","","","Forestry and Timbering Operation","Skilled","","1/3/121",26,284,"",72.2,"","",356.2,"7384.00","","1877.20","","","9261.20","Jungle"
"Dadra & Nagar Haveli and Daman & Diu","","","Forestry and Timbering Operation","Semi Skilled","","1/3/121",26,276,"",72.2,"","",348.2,"7176.00","","1877.20","","","9053.20","Jungle"
"Dadra & Nagar Haveli and Daman & Diu","","","Forestry and Timbering Operation","Unskilled","","1/3/121",26,268,"",72.2,"","",340.2,"6968.00","","1877.20","","","8845.20","Jungle"
"Dadra & Nagar Haveli and Daman & Diu","","","Electronic Industry","Skilled","","1/3/121",26,284,"",72.2,"","",356.2,"7384.00","","1877.20","","","9261.20","Hardware Semiconductor"
"Dadra & Nagar Haveli and Daman & Diu","","","Electronic Industry","Semi Skilled","","1/3/121",26,276,"",72.2,"","",348.2,"7176.00","","1877.20","","","9053.20","Hardware Semiconductor"
"Dadra & Nagar Haveli and Daman & Diu","","","Electronic Industry","Unskilled","","1/3/121",26,268,"",72.2,"","",340.2,"6968.00","","1877.20","","","8845.20","Hardware Semiconductor"
"Dadra & Nagar Haveli and Daman & Diu","","","Dispensary","Skilled","","1/3/121",26,284,"",72.2,"","",356.2,"7384.00","","1877.20","","","9261.20","Medical Hospital"
"Dadra & Nagar Haveli and Daman & Diu","","","Dispensary","Semi Skilled","","1/3/121",26,276,"",72.2,"","",348.2,"7176.00","","1877.20","","","9053.20","Medical Hospital"
"Dadra & Nagar Haveli and Daman & Diu","","","Dispensary","Unskilled","","1/3/121",26,268,"",72.2,"","",340.2,"6968.00","","1877.20","","","8845.20","Medical Hospital"
"Dadra & Nagar Haveli and Daman & Diu","","","Private Educational Institutes","Skilled","","1/3/121",26,284,"",72.2,"","",356.2,"7384.00","","1877.20","","","9261.20","Teaching School Collage"
"Dadra & Nagar Haveli and Daman & Diu","","","Private Educational Institutes","Semi Skilled","","1/3/121",26,276,"",72.2,"","",348.2,"7176.00","","1877.20","","","9053.20","Teaching School Collage"
"Dadra & Nagar Haveli and Daman & Diu","","","Private Educational Institutes","Unskilled","","1/3/121",26,268,"",72.2,"","",340.2,"6968.00","","1877.20","","","8845.20","Teaching School Collage"
"Dadra & Nagar Haveli and Daman & Diu","","","Soaps & Cosmetics","Skilled","","1/3/121",26,284,"",72.2,"","",356.2,"7384.00","","1877.20","","","9261.20","Detergent"
"Dadra & Nagar Haveli and Daman & Diu","","","Soaps & Cosmetics","Semi Skilled","","1/3/121",26,276,"",72.2,"","",348.2,"7176.00","","1877.20","","","9053.20","Detergent"
"Dadra & Nagar Haveli and Daman & Diu","","","Soaps & Cosmetics","Unskilled","","1/3/121",26,268,"",72.2,"","",340.2,"6968.00","","1877.20","","","8845.20","Detergent"
"Dadra & Nagar Haveli and Daman & Diu","","","Poultry Food and Fertilizer Manufacturing or any Agricultural Unit","Skilled","","1/3/121",26,284,"",72.2,"","",356.2,"7384.00","","1877.20","","","9261.20","Eggs"
"Dadra & Nagar Haveli and Daman & Diu","","","Poultry Food and Fertilizer Manufacturing or any Agricultural Unit","Semi Skilled","","1/3/121",26,276,"",72.2,"","",348.2,"7176.00","","1877.20","","","9053.20","Eggs"
"Dadra & Nagar Haveli and Daman & Diu","","","Poultry Food and Fertilizer Manufacturing or any Agricultural Unit","Unskilled","","1/3/121",26,268,"",72.2,"","",340.2,"6968.00","","1877.20","","","8845.20","Eggs"
"Dadra & Nagar Haveli and Daman & Diu","","","Agarbathy Manufactory","Skilled","","1/3/121",26,284,"",72.2,"","",356.2,"7384.00","","1877.20","","","9261.20","Incense"
"Dadra & Nagar Haveli and Daman & Diu","","","Agarbathy Manufactory","Semi Skilled","","1/3/121",26,276,"",72.2,"","",348.2,"7176.00","","1877.20","","","9053.20","Incense"
"Dadra & Nagar Haveli and Daman & Diu","","","Agarbathy Manufactory","Unskilled","","1/3/121",26,268,"",72.2,"","",340.2,"6968.00","","1877.20","","","8845.20","Incense"
"Dadra & Nagar Haveli and Daman & Diu","","","Rexine Cloth and Wash Paper Manufacturer","Skilled","","1/3/121",26,284,"",72.2,"","",356.2,"7384.00","","1877.20","","","9261.20",0
"Dadra & Nagar Haveli and Daman & Diu","","","Rexine Cloth and Wash Paper Manufacturer","Semi Skilled","","1/3/121",26,276,"",72.2,"","",348.2,"7176.00","","1877.20","","","9053.20",0
"Dadra & Nagar Haveli and Daman & Diu","","","Rexine Cloth and Wash Paper Manufacturer","Unskilled","","1/3/121",26,268,"",72.2,"","",340.2,"6968.00","","1877.20","","","8845.20",0
"Dadra & Nagar Haveli and Daman & Diu","","","Watch Manufacturer","Skilled","","1/3/121",26,284,"",72.2,"","",356.2,"7384.00","","1877.20","","","9261.20",0
